,c2f6,c3f8,c4f10,c5f12,c6f14,c7f16,c8f18,c_c4f8,carbon_dioxide,carbon_tetrachloride,cf4,cfc113,cfc114,cfc115,cfc11,cfc12,ch2cl2,ch3ccl3,chcl3,halon1211,halon1301,halon2402,halon1202,hcfc141b,hcfc142b,hcfc22,hfc125,hfc134a,hfc143a,hfc152a,hfc227ea,hfc236fa,hfc23,hfc245fa,hfc32,hfc365mfc,hfc4310mee,methane,methyl_bromide,methyl_chloride,nf3,nitrous_oxide,sf6,so2f2,so2,nox,co,nmvoc,bc,nh3,oc,nox_avi
1760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10010395338858774,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.416797144500503,0.10504022,4.2732473,0.0,0.0660083821907387,0.0,0.0,2.4977451961387147,12.712696040697043,354.41828530815224,61.0517247888764,2.127804104941503,7.1280482855702605,15.819063930323424,0.0
1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10215759393451301,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45599016898809,0.10509143,4.275939500000001,0.0,0.06725542992837001,0.0,0.0,2.509181763168119,12.96678586324592,354.70796791995804,60.98422720066375,2.137756989452824,7.080969808277224,15.691915882574792,0.0
1762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10398219219438186,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3203315e-11,0.0,0.0,0.0,1.5142326e-09,0.0,0.0,20.45168738197681,0.10508127,4.275405200000001,0.0,0.06852603722023246,0.0,0.0,2.466504132620002,12.499789281767244,349.24969722773284,60.0270893345371,2.101748108909336,7.072547337152548,15.52593530614623,0.0
1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10584033745020853,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6788058e-10,0.0,0.0,0.0,1.2367808e-08,0.0,0.0,20.54517933681397,0.10509332,4.2760386,0.0,0.06982064915962827,0.0,2.685446e-10,2.4809921662006778,12.632954728484629,350.0593349220327,60.127066272688566,2.1070297579949187,7.067982584358078,15.526762487788051,0.0
1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10773264687009695,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2683334000000002e-09,0.0,0.0,0.0,2.4998684000000003e-08,0.0,0.0,20.26091721016315,0.1051104,4.276936399999999,0.0,0.07113971924867948,0.0,2.1557046e-09,2.4218679309291047,12.576637250641312,342.04461065627544,58.43835716681741,2.0715492266986275,6.89874574004507,14.958698984764435,0.0
1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10965974897626668,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3852705999999999e-09,0.0,0.0,0.0,3.0313258e-08,0.0,0.0,20.91915499807752,0.10507293,4.2749668000000005,0.0,0.07248370955718973,0.0,4.0942784e-09,2.4975540657053723,12.73808005514036,352.9327257663859,60.62945785948892,2.123600021913132,7.112382325014417,15.679924105503575,0.0
1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11197092311920125,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4212948e-09,0.0,0.0,0.0,3.4371719e-08,0.0,0.0,20.853591900632743,0.10507758,4.275211100000001,0.0,0.07385309088450699,0.0,4.4730128000000005e-09,2.484408321807168,12.760079050306397,349.3806450006132,59.85878462626717,2.1104599771353545,7.0362965307494045,15.358830814708323,0.0
1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11396954262931223,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4573362e-09,0.0,0.0,0.0,3.8432158e-08,0.0,0.0,20.999179455660748,0.10508566000000001,4.2756359,0.0,0.07524834292444453,0.0,4.590554500000001e-09,2.482742877953473,12.745703960584418,349.61609899642303,59.89102690050866,2.112460701438636,7.045382426953697,15.400564496222026,0.0
1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600491062517156,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4932143e-09,0.0,0.0,0.0,4.247379e-08,0.0,0.0,21.659452113517297,0.10504673,4.273589299999999,0.0,0.07666995443331742,0.0,4.7080445e-09,2.585377496021171,13.266403234135954,362.65368482709385,62.365825552982606,2.183132040203538,7.223617820830233,16.063730202230957,0.0
1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11807770317307444,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5293427e-09,0.0,0.0,0.0,4.6544254000000005e-08,0.0,0.0,21.496335350339965,0.10507670000000001,4.275165,0.0,0.07811842340115376,0.0,4.8256148e-09,2.542757581499459,12.857850792574183,355.02541845168975,60.95040360500106,2.137633741644013,7.157863703024064,15.735094791574255,0.0
1770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12018860877698863,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5651961e-09,0.0,0.0,0.0,5.0583037999999996e-08,0.0,0.0,21.63439757224449,0.10504544,4.2735216000000005,0.0,0.07959425722614034,0.0,4.9430925000000005e-09,2.551004694202496,12.898918215849813,355.3605475565106,60.96602720867275,2.1393647387522594,7.155978283657899,15.74271508546924,0.0
1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12270511081206482,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.2466579,0.0,0.30092479,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6013494e-09,0.0,0.0,0.0,5.465637800000002e-08,0.0,0.0,21.42892110132936,0.10507227000000001,4.2749318,0.0,0.08109797289236419,0.0,5.060673700000001e-09,2.4564243021424623,12.62324271414712,347.8619882938519,59.42424032933085,2.1009097006210053,7.069218405010363,15.321977391799376,0.0
