"sample_id","global_temp_anomaly","thermal_box_1","thermal_box_2","thermal_box_3"
"mem100492",0.7325662058150717,0.37478370577852427,0.29846272136156093,0.07965469085808541
"mem101042",0.7242033716376325,0.2463822493843267,0.4682455637460185,0.037914617166718005
"mem101270",0.7381113410379151,0.3418870640278975,0.3695278396555155,0.05155594701169065
"mem101704",0.7839914471515056,0.27250953116345705,0.5239564338939701,0.01333561240784688
"mem10174",0.835868791970488,0.6860281158752399,0.11980932267608352,0.0635326990786055
"mem101832",0.9622140351203959,0.428741112021497,0.38992842265525973,0.1646444232004709
"mem103022",0.8565172107963046,0.43480487206174,0.22706955899444664,0.21530407207674365
"mem104057",0.6135882192992674,0.20760075415713114,0.43468906543705427,0.006052421616886263
"mem104452",1.1395139176648437,0.5725138045167385,0.5666093556947879,0.019999749311836276
"mem104778",0.8392312907024391,0.5314533035462151,0.30846916146501024,0.019802238350491646
"mem105062",0.9067099291124813,0.35159492404117987,0.26164385453588984,0.3284459645996962
"mem105601",0.7369320904764685,0.15109693217998404,0.6067050096631734,0.010644196519394102
"mem10656",0.6680230656564979,0.29730605884532346,0.37111806736371455,0.03098413954511514
"mem106832",0.8715843315428712,0.5297024185347831,0.3045811380493772,0.05577017117071407
"mem107328",0.9664147991142674,0.4973201782239011,0.4565832919015204,0.03299501395094312
"mem108501",0.7662792874766529,0.33445071785945046,0.45585409261656296,0.005059427730645758
"mem110492",0.7219244494345992,0.2629011820656942,0.44238440786725314,0.04108042942774523
"mem11075",0.8815608800671187,0.2138346901919919,0.5904286839940073,0.09191522900312667
"mem110769",0.8873862628818888,0.2602522667812193,0.37551062230653237,0.2765189776443429
"mem111824",0.9021590610191311,0.22898120235951938,0.6774618359911588,0.01608393942211123
"mem112069",0.5529695132238291,0.16891292030615784,0.41700440553756535,0.004694922613050419
"mem112394",0.6432499312818853,0.35094811637315565,0.15371339830198308,0.15427848957853846
"mem113502",0.6123843132429501,0.1298357238762123,0.5243162162356152,0.0014480366247349716
"mem113905",0.6697087144307861,0.18357312405525275,0.49894998393885975,0.008486118152262618
"mem115101",0.828026567347992,0.43913891204522626,0.3423342032137538,0.06607371292697463
"mem116904",0.9457803293220318,0.4549614580157488,0.49666614627929073,0.015337029938017237
"mem117167",0.6878516666939279,0.4113922999599257,0.2907848382382708,0.026558521167216017
"mem118391",0.7367700911265911,0.38506080592871084,0.12628789876380242,0.24850281702327334
"mem119174",0.8264179244715468,0.30838221460571424,0.5152103611710614,0.023897022957686705
"mem119804",0.801792862577331,0.3963388810536606,0.40564540602297733,0.014730337338417443
"mem120266",0.8298566557809671,0.3718857322770893,0.30539753999339886,0.17160186842931954
"mem120656",0.6442497400921222,0.14923830685963815,0.4664545864566637,0.06158769554892326
"mem12156",0.9123610711931425,0.4936303221413627,0.4164225667930012,0.02872649379280994
"mem124014",0.6143461040265592,0.16267477024708352,0.33317444109308725,0.14267545974977622
"mem127172",0.6524191705868516,0.41909083594271435,0.15619482608543006,0.09806139426903474
"mem127544",0.6411999652886,0.40060230330848373,0.1249895688320482,0.13545729061614464
"mem128485",0.9879119052074508,0.4469118689783719,0.3915981954631572,0.16926988223726544
"mem12971",0.8704854980721191,0.358329796018665,0.4874846609477672,0.055022391805182994
"mem130774",0.9754873610942091,0.4968035356951012,0.4448995810245755,0.05320070953060734
"mem130862",1.032309912699758,0.631599027091066,0.32373353702491525,0.09742649980171139
"mem131124",0.81917752609703,0.2711662459441168,0.5290302188775369,0.033005734694617136
"mem132459",0.6965510993233288,0.4509463920715384,0.18227521561799642,0.09360086519143743
"mem133311",0.5952673615794298,0.43374531675691597,0.18811398829802045,0.003020152054796529
"mem13600",0.8047686071264233,0.16432043018286027,0.6331673253905014,0.0388814789452723
"mem136303",0.7606350214457726,0.5981270245161641,0.16433817997737804,0.029255702521219996
"mem137161",0.8763139929389382,0.21702757777608103,0.6695994157549358,0.025367652844019706
"mem138860",0.7862753491097056,0.5357892990916737,0.21268249934973493,0.05322566535335444
"mem139102",0.784431804023743,0.5856153147626819,0.16472398225474932,0.05311432014620257
"mem140394",0.8129531059614666,0.24712713747506485,0.5737669551118376,0.02274992011410365
"mem14089",0.8273979557562277,0.16546730435360996,0.6313744407670474,0.06507103792457725
"mem141239",0.8981718356225086,0.22440076160669814,0.2991536418819426,0.3984526100914749
"mem143057",1.0746699632560721,0.5046177821551954,0.5500664067720106,0.026940104160680215
"mem143402",0.9182294242486834,0.31678097117519527,0.6078968478360615,0.014355726821865282
"mem144396",0.8734370940687558,0.6224084145409503,0.24307737096651355,0.03664258361120714
"mem144780",0.8618643318552609,0.25831920112666973,0.6048006148682212,0.015917419995193423
"mem145222",0.8805367373968306,0.5870913999372089,0.30244520483345555,0.014386627651147755
"mem145952",0.9412020142406556,0.3520440190104789,0.5457752586520384,0.062354671321770104
"mem146471",0.9205707390712818,0.7759443354465028,0.06743200245472153,0.10922631346042021
"mem146788",1.1515466080773926,0.4692429040064407,0.6177053019249023,0.09337886101487448
"mem147048",0.8070439819825292,0.5155396658317429,0.17906523463748586,0.13335800541192372
"mem147505",0.6671423290032383,0.5434424033144767,0.118091772596939,0.0375328904617102
"mem148528",0.8783610162030364,0.0925913684444212,0.7772952148872889,0.04004898603459239
"mem152744",0.7923225605006587,0.4298125900409283,0.17484771025230966,0.2090438935492194
"mem154207",0.7283441629779661,0.4177849013145051,0.22382201068081825,0.11463597930564386
"mem154215",0.8744237934399443,0.6304848543825525,0.20885823885944674,0.06038124360328976
"mem155937",0.8069202154794057,0.2247396389003366,0.503695110649133,0.1147242694195825
"mem156343",1.2376951030787957,0.8730843803575608,0.3065579661118299,0.023422322928452477
"mem157335",0.6963038584374271,0.2919111509583076,0.4002962541172395,0.029259613000859577
"mem157841",0.9587463402505129,0.774177018320918,0.1608329043490927,0.04354165013052459
"mem157849",0.6984382294004214,0.41193518830111486,0.2940612514520426,0.022066702608711186
"mem158160",0.8955682076385599,0.5264601107668587,0.09717314841531702,0.28764359979705967
"mem158516",0.8445430355391574,0.5803916937757012,0.17872547306872832,0.1090619967244097
"mem159264",0.4618798973807,0.45391835077484494,0.03612997004301404,0.003493183729124638
"mem160729",0.8487975493426955,0.04113978538259055,0.7982827500702774,0.05286890302184962
"mem162893",0.6738156110760574,0.4193998852799681,0.27006408978257324,0.012301400372740814
"mem163301",0.8446512092037474,0.18027204616904172,0.6351607188904923,0.045140354291694294
"mem164144",0.9497171707300089,0.31282701412192654,0.6268543576139861,0.028666406748219422
"mem166285",0.9140370051512858,0.10875980316830279,0.8223389130417762,0.0024106269595919527
"mem167102",0.9348104384962141,0.22569630481158345,0.6639060044592942,0.0704165572412253
"mem167104",0.9534883658864209,0.12902532742667724,0.7352130539288975,0.10920000517271919
"mem169291",0.6966263720561963,0.17804991158536673,0.48449317814024895,0.06590021527171823
"mem17049",0.8079894636407895,0.5917834275451699,0.17748175648142128,0.06574551167520021
"mem17087",0.7310143699034211,0.11970430997276656,0.5934975424957306,0.05695862952725782
"mem172049",0.831818388214519,0.31082303377460707,0.49916047496075905,0.04180952379559431
"mem174671",0.8581753931659775,0.05583625080757148,0.8089770356553787,0.026188381808261392
"mem175561",1.0613879905945678,0.8982180506245714,0.07132320978191765,0.11852274991441551
"mem176360",0.7494688923439972,0.44477703689686066,0.24352315045031359,0.08459989879187547
"mem176566",0.7187962068055099,0.32493763285407073,0.2798915952052328,0.13409824636934592
"mem176684",0.8412094060527925,0.6289221004941413,0.10356644786430563,0.1200081876133625
"mem177665",0.8408977509775094,0.46757574839824867,0.39091911762560816,0.0011969818579895587
"mem178024",0.6147100143987896,0.22044298868998663,0.40897284724617955,0.008362548564962333
"mem178256",0.9136407699474759,0.22597584136615773,0.6722996815405309,0.044768550465490095
"mem179678",0.8328330386899498,0.15104927647091695,0.35380007139648156,0.3441226507767753
"mem179704",0.7037043140604847,0.5031673703751994,0.1133323634256695,0.10948274353501396
"mem179770",0.9460713653039398,0.35416357870863246,0.4709742443540199,0.14032798442521086
"mem180025",0.8911705836812013,0.5266185829458025,0.3341663981894273,0.051345683753387904
"mem182041",0.9564417815909869,0.5871770565915371,0.15264357881485446,0.2272766778988476
"mem182250",0.5903316946248527,0.3438692059811374,0.2433957253905748,0.04173814950045652
"mem182489",0.7395216266605116,0.41559709643551224,0.3000831174435972,0.04324298550044609
"mem182717",0.8618191432594297,0.39463628974028886,0.43742219722264897,0.04846431899978512
"mem184027",0.8886304175912125,0.3489745918106617,0.5043570511330436,0.063595698921929
"mem186361",0.7630244853255228,0.18110464457210626,0.4177418729221929,0.19019255772213717
"mem187079",1.0149839328829533,0.30440153280891563,0.6403746284677025,0.09993381888427598
"mem187772",0.591199814496575,0.31930952279182356,0.3095248103493824,0.001834342770728123
"mem187980",0.7855502190921378,0.3354102545082972,0.41923994891258576,0.04904400397577091
"mem192171",0.8476647202883267,0.16648931544166667,0.5844742953380364,0.12107380261442185
"mem192310",0.9350488282434881,0.26550701086208456,0.5786795011775121,0.11054887364947782
"mem192910",1.01855489653058,0.12739594121563266,0.8360761444434175,0.08039216361252459
"mem192912",0.9741411601691201,0.37797779254227337,0.5652204542678664,0.0518470864012915
"mem195517",0.9655184553817406,0.4180949889270795,0.05566457938938274,0.5169877013039806
"mem1956",0.39103982906444384,0.17938602953691793,0.2600505455713287,-0.004684703001470229
"mem195686",0.8814452712722533,0.3346618813081437,0.5431231289202914,0.02971574791314015
"mem195812",0.8684744946334195,0.362572720694573,0.49096601324706124,0.03638292637061144
"mem196024",0.5954823654521942,0.37726428578939036,0.21443728215757307,0.03116440370838471
"mem197009",0.7854784047777782,0.41260068966271,0.33636327544227396,0.06329879044757881
"mem197314",0.6540326860906176,0.13111430094715013,0.4380342539180618,0.11781973092012518
"mem198487",0.7419010309427203,0.3751529699764017,0.32272338339881884,0.0577303113725775
"mem199078",0.7777857911057648,0.27191861143653584,0.5150661198225686,0.022886496581421348
"mem200763",0.7961340791063691,0.6012288009130871,0.10045019250874028,0.10451817513670315
