"sample_id","d1","d2","d3","q1","q2","q3"
"mem146471",2.483462134,17.12279378,210.0879124,0.372909118,0.057116968,0.45022654
"mem146788",0.664641067,8.330649095,348.4213509,0.191535676,0.340953795,0.455853679
"mem147048",1.060425011,15.32567634,126.6032769,0.24512981,0.128390756,0.303207885
"mem147505",2.121251055,20.20996414,267.180863,0.305071928,0.11176182,0.223412914
"mem148528",0.218214331,3.207864039,323.273136,0.04825285,0.481355579,0.289152615
"mem152744",0.840179905,12.0661211,162.9820448,0.212368664,0.150585366,0.746190717
"mem154207",1.741379093,15.31187772,938.696995,0.228001693,0.222723546,3.147711593
"mem154215",0.900583797,15.3279303,176.4388777,0.274278803,0.140482159,0.163276293
"mem155937",0.752661439,6.014297129,201.3145087,0.121333527,0.343987792,0.515250675
"mem156343",1.211961917,12.94296903,808.0597274,0.252405668,0.134677271,0.136001889
"mem157335",0.954916123,8.946423677,398.9496186,0.171158539,0.30148687,0.251005288
"mem157841",1.077959539,15.02435929,547.2814301,0.330646896,0.106457368,0.336931101
"mem157849",0.922798155,8.224560224,724.8890428,0.244222396,0.280679137,0.539010297
"mem158160",1.134587496,9.653788825,147.7668028,0.18407892,0.044227551,0.466429311
"mem158516",2.440667458,17.37367127,209.1775324,0.29756462,0.140627034,0.420320347
"mem159264",2.677691281,37.29932807,225.8172647,0.387071764,0.180561679,0.172097608
"mem160729",0.384409169,3.643815223,503.4431126,0.023832045,0.600850439,1.47890103
"mem162893",1.053516164,10.43620334,454.8092255,0.210694775,0.21618454,0.135574784
"mem163301",0.523426008,3.52460953,965.3343088,0.065970288,0.258327709,0.453474516
"mem164144",0.794418657,7.951844372,563.4345189,0.13337305,0.34544122,0.204873579
"mem166285",0.731655828,6.137664291,838.8576972,0.05163761,0.481077017,0.02493607
"mem167102",0.602800555,2.666844736,212.7071953,0.108201438,0.357039495,0.32597823
"mem167104",0.415853232,4.489273874,225.9499051,0.078004959,0.521436937,0.522773685
"mem169291",0.765033402,4.172873533,182.9555184,0.120564903,0.428009721,0.451026527
"mem17049",2.221458011,20.19096281,370.6306386,0.338944142,0.178170268,0.541980756
"mem17087",0.426878344,3.480629223,177.130535,0.067809075,0.43594652,0.474805043
"mem172049",0.878840733,7.776630408,431.0678518,0.159995094,0.337639581,0.316280645
"mem174671",0.681102411,3.982135538,393.9043231,0.023311424,0.414890957,0.176690894
"mem175561",1.950057776,23.534395,497.8629553,0.367339303,0.048869183,0.689986857
"mem176360",1.774844876,14.2219895,388.8598996,0.242040452,0.214342349,0.698870827
"mem176566",1.293783733,10.51216861,416.8945508,0.188756915,0.230543338,1.113913708
"mem176684",1.127639449,10.65467464,404.1848517,0.225807269,0.051431402,0.539594838
"mem177665",1.206187446,11.13203229,838.3013866,0.272799697,0.350479481,0.024747532
"mem178024",0.568293193,5.528143711,668.2249874,0.131929493,0.335655993,0.329903459
"mem178256",0.878462535,9.061414605,469.3407874,0.101766333,0.419072397,0.371968442
"mem179678",0.631933116,4.274468716,81.15597034,0.070534493,0.186121286,0.507723536
"mem179704",2.685474738,18.3831789,334.5831511,0.29408906,0.110790374,0.799161939
"mem179770",0.512864282,6.306396038,335.9801785,0.151026153,0.251490297,0.645147724
"mem180025",1.63816126,11.07013865,231.703454,0.256204558,0.223658411,0.184461788
"mem182041",1.410124243,16.07231331,210.9399232,0.241395166,0.097453853,0.63369438
"mem182250",0.814274539,8.973232413,341.9649981,0.212592497,0.265532048,0.757381716
"mem182489",1.134848561,12.78896808,311.9024344,0.198555657,0.216041525,0.251840277
"mem182717",1.00217714,7.325835388,363.088899,0.168536922,0.248606556,0.267308826
"mem184027",1.153632294,7.524807333,191.5154758,0.16551636,0.320517617,0.223730535
"mem186361",0.780152273,6.897344609,249.1239711,0.099055544,0.32774107,1.172824574
"mem187079",0.836986972,6.248215938,365.7333302,0.147920069,0.412083441,0.728668394
"mem187772",1.380620782,12.23340137,830.9548677,0.260549881,0.509692035,0.15100328
"mem187980",1.159209019,9.484723593,255.7984901,0.227421638,0.434296397,0.399812816
"mem192171",0.527923769,4.472209188,271.1264211,0.084001346,0.365808175,0.612365041
"mem192310",0.49601067,9.159565037,574.6065213,0.113945881,0.339270413,0.943093743
"mem192910",0.424158631,4.036351278,429.1601415,0.055708111,0.431008733,0.521382045
"mem192912",1.000192465,7.759126342,249.5459471,0.194371356,0.395696874,0.254821922
"mem195517",0.61533701,9.245448352,142.437909,0.196113049,0.035428337,1.287607733
"mem1956",0.801317421,8.018235141,855.0011141,0.226024744,0.614148885,0.933063141
"mem195686",0.620741089,6.769799658,466.6225793,0.131028597,0.290247927,0.218685999
"mem195812",0.852362663,7.10116347,337.0370469,0.17525615,0.323375756,0.208586525
"mem196024",1.243101658,8.726117127,404.9124387,0.254399373,0.26956069,0.91599268
"mem197009",0.400755253,6.919929596,221.0415252,0.173278998,0.192123844,0.225028194
"mem197314",0.477440672,5.38454453,126.6615767,0.088274304,0.428257477,0.559713396
"mem198487",0.885254205,6.255942121,344.5084426,0.211870624,0.229594145,0.550050467
"mem199078",0.817941774,7.39921377,501.6450057,0.156643379,0.478390872,0.482889547
"mem200763",1.555482018,11.0901846,352.1246527,0.220374728,0.047285397,0.354038471
"mem201354",2.158541897,19.74086673,521.7559362,0.326233173,0.08119532,0.154832263
"mem204820",0.834811995,4.582828816,213.8649068,0.142266673,0.181963878,0.24101632
"mem204993",0.594936183,5.423816503,529.3695373,0.126921035,0.398684854,0.324919621
"mem205929",0.793923365,3.651473305,296.640577,0.130893106,0.176203079,0.552469424
"mem206557",1.367378685,9.205561742,739.8470567,0.181318624,0.746811789,0.73193335
"mem208099",0.428990593,7.076725367,329.5691424,0.084891794,0.40755418,0.212093987
"mem208654",0.269044947,4.782771667,243.3814829,0.049901891,0.1592312,1.92652914
"mem210211",1.523360989,13.85603833,422.5384461,0.250270549,0.265976476,0.285519864
"mem211307",1.076196555,10.33682905,409.725655,0.207394177,0.330672328,0.135419111
"mem211319",0.706087985,8.724770864,367.7145241,0.154811871,0.393547081,2.040964603
"mem212443",0.664652414,5.362586321,433.1571402,0.11934683,0.372118552,0.371074414
"mem212778",0.995790154,4.667796239,131.8706514,0.104717145,0.05445457,0.461136898
"mem215224",1.032348539,11.62039399,134.2077138,0.22838314,0.026069541,0.575962899
"mem216296",0.46162141,4.653433087,262.0374447,0.148351448,0.151089206,0.048076363
"mem218634",1.030679084,9.366753775,1339.913235,0.196063643,0.426514125,0.282079882
"mem219356",0.713974152,9.926660713,382.2154822,0.178999452,0.343983696,0.931673614
"mem220001",0.747938695,11.61820133,289.9119738,0.187728252,0.392090367,0.056180969
"mem220222",0.943750207,10.50333031,356.5492688,0.20014349,0.196143803,0.584937325
"mem221847",1.030587989,9.718392949,2658.468441,0.205403287,0.412339717,0.581367629
"mem222050",0.912396334,14.9426827,149.5780425,0.17832216,0.148195029,0.735546375
"mem222424",1.272704123,11.28201532,635.3366778,0.257153099,0.134072627,0.212693123
"mem222828",0.563741242,6.709893914,150.5636844,0.147355896,0.271340487,0.185029448
"mem223510",0.592556605,4.759759636,1305.555909,0.135755899,0.291455643,0.401057105
"mem224201",0.763901462,7.95331448,1333.965477,0.127721498,0.621915902,1.840691075
"mem224632",0.91065207,11.8705389,782.2823637,0.193634443,0.18655517,0.230394093
"mem224818",0.831649161,9.519418698,270.4866476,0.258544352,0.140958438,0.419198198
"mem225183",0.967946299,10.11851298,159.3584107,0.199473448,0.127308016,0.41168916
"mem227167",0.548788615,4.6953054,250.3886953,0.078028487,0.248309429,0.805156423
"mem227535",0.494561357,8.022061218,240.7596606,0.115602747,0.396806246,0.242264809
"mem227546",1.33015293,6.84553647,234.134691,0.24675662,0.129943282,0.543766402
"mem232377",0.60228087,4.757010685,329.9177315,0.087941501,0.256723972,0.224802805
"mem232597",1.100061823,8.769065184,669.9592459,0.229981884,0.238380208,0.323068025
"mem233837",0.827018503,5.286956566,575.8172508,0.146633165,0.420523534,0.688291764
"mem234186",0.522984542,2.986650244,1085.929103,0.048856566,0.519494728,1.219367255
"mem235443",1.253735674,8.492829249,321.6003315,0.275865522,0.245992482,0.442733829
"mem235739",1.220940688,10.27253566,182.0135049,0.193909699,0.165223193,0.589656375
"mem236270",1.06241104,9.787369204,843.1274209,0.185029263,0.425951234,0.400267239
"mem236332",1.189841711,7.871618084,364.5683302,0.26993564,0.253711503,0.041187387
"mem236700",1.321585108,8.065478785,633.8377574,0.220278513,0.227631755,0.719007783
"mem239889",0.496682426,6.854557999,422.5956461,0.08158595,0.547650597,1.358333247
"mem241137",0.563423396,7.014691522,987.1495771,0.165160876,0.467610091,1.200451685
"mem24134",0.773161213,7.184019825,374.7645529,0.17891905,0.231551354,0.266904352
"mem243083",0.906014934,6.249544827,159.467701,0.181763902,0.365070178,0.218812171
"mem244194",0.651889439,6.676487715,186.2429251,0.085127634,0.509912536,0.356394995
"mem244570",0.542589453,5.956963493,769.6713976,0.08357436,0.431690246,0.754145908
"mem245349",1.61886132,12.55716639,286.4237497,0.252521789,0.216958219,0.174290178
"mem246055",0.577613074,3.067996547,648.6014682,0.009185235,0.327245542,1.192658619
"mem246764",0.689953771,8.29921119,776.1427546,0.150540306,0.588485301,2.90735469
"mem246944",0.861385888,7.63992231,428.6400335,0.13609459,0.451078995,0.088531299
"mem247258",0.708512077,4.894870127,80.68367685,0.095420626,0.531581464,0.294622816
"mem249246",0.324248775,2.944014768,487.9515193,0.033232163,0.460702009,0.467708141
"mem249959",2.22281299,12.64177458,305.5857804,0.271422771,0.314828937,0.232095598
"mem25284",1.401176748,17.85141223,684.3677672,0.255665099,0.264211523,0.45062115
"mem253022",0.946378392,8.741471293,602.3954762,0.229695116,0.197893019,0.475202255
"mem25321",0.841619892,7.105849464,218.9238499,0.135335488,0.199672468,0.477543679
"mem253728",0.818923445,10.84129134,291.4794868,0.170859446,0.295877081,0.267824402
"mem254052",1.736264049,10.79747347,967.5757572,0.276880844,0.23899043,0.115200805
"mem254271",0.89417264,6.495325349,721.2369216,0.176061452,0.190486927,0.188763886
"mem254928",0.569130887,2.732687729,395.2921217,0.079584648,0.397404675,0.418497188
"mem255913",0.39652443,3.740741304,294.1485007,0.064383139,0.307760997,0.69208255
"mem256524",1.769722198,11.61910301,906.9059673,0.336304028,0.181861863,0.204776759
"mem257406",1.632781768,18.65686772,291.5789347,0.211898741,0.371749176,1.014017388
"mem257776",1.335708713,6.593369916,797.2176422,0.213194362,0.28503685,0.431451531
"mem259098",0.825468341,6.767403768,233.7322827,0.151557382,0.283220391,0.209030998
"mem259342",1.155759736,12.55079893,872.439827,0.165789101,0.375682108,0.536920269
"mem259377",0.596666944,5.778008218,576.7347375,0.116191285,0.390522061,0.467789448
"mem259915",0.703738412,6.571879094,1075.186963,0.153479749,0.220734975,0.476945846
"mem261577",1.195646784,7.526787322,232.8621176,0.152433312,0.306183647,0.023027729
"mem261648",1.246215544,7.202264699,197.168237,0.160481624,0.481930591,0.129596864
"mem262190",1.152011373,9.417053532,280.723595,0.252012602,0.295105226,0.039568061
"mem26337",0.659381865,7.173730933,412.5019375,0.268785827,0.295120961,0.328741051
"mem263722",2.761717872,32.35427018,289.6240527,0.353647286,0.04814833,0.27244375
"mem264749",0.998711296,21.16747989,297.3262622,0.292189386,0.225011694,0.313098725
"mem265153",0.521929258,4.14076867,120.7478596,0.037227291,0.100207829,0.984791673
"mem266031",0.764110969,7.989212053,1419.859318,0.143901009,0.329709723,0.1238514
"mem266839",0.723568234,7.058376236,138.3344481,0.17703965,0.441065576,0.862125437
"mem268148",1.487121646,11.73073144,396.0807472,0.257428321,0.266438018,0.549594671
"mem268734",1.199773724,5.941972884,346.7779855,0.19011797,0.167884036,0.646105325
"mem269114",1.9634592,18.00689419,489.4609496,0.341556836,0.178836759,0.372791999
"mem269919",0.761008015,5.465083828,323.9091916,0.118240308,0.175752372,0.215043715
"mem270091",0.469381274,6.794448647,427.8768486,0.158836319,0.265405261,0.026423983
"mem27212",0.586892218,3.98048998,169.0389041,0.095044169,0.343810976,0.235427508
"mem272285",1.288685701,14.50974925,464.8969725,0.201733015,0.178306744,0.244677145
"mem275220",1.249654646,11.94907118,157.2592516,0.323849813,0.082325348,0.395515926
"mem275279",1.06856265,8.166728281,349.1886471,0.164971313,0.19629288,0.907121443
"mem276248",0.637872221,7.217864433,476.448823,0.121125071,0.259971579,0.528470944
"mem276552",1.216254984,15.94260056,192.2228571,0.238974589,0.309774228,0.512555526
"mem27701",0.490993639,4.381349918,382.4514643,0.119373324,0.312149805,0.451249327
"mem277487",0.57838062,3.366762929,530.7683602,0.133301432,0.295977421,1.606217116
"mem27795",1.194412386,16.03685489,475.1497034,0.254448917,0.093231429,0.985165656
"mem278305",1.263083614,6.769415771,606.8683069,0.187717733,0.30426472,0.205964213
"mem278532",2.065377287,33.65845644,785.8101426,0.382107508,0.090623229,0.868706403
"mem280828",0.513603258,4.389834765,72.55050633,0.019554128,0.39819659,0.727392271
"mem281369",1.116775443,17.05547834,313.9688452,0.202732706,0.292574909,1.121930784
"mem28212",1.275149678,13.30246368,493.3743813,0.250298049,0.121184968,0.319378759
"mem28271",0.626756142,4.461851172,1554.727356,0.090288162,0.327247691,0.918128426
"mem283459",0.867887893,9.945090278,604.5618958,0.171179065,0.262613397,0.009363941
"mem283760",0.734748196,4.97700169,104.138614,0.148178387,0.151336708,0.739738581
"mem284350",0.674305384,6.151549993,403.1420208,0.148244385,0.142073106,0.886108748
"mem285976",0.548994389,5.067424046,391.9038335,0.102493286,0.344579537,0.212241778
"mem286148",1.232021272,13.45706006,382.410838,0.221682616,0.127154962,0.83832255
"mem287935",1.149780226,7.479467339,531.9350847,0.165629606,0.208223491,0.883194001
"mem288176",0.603495232,6.709361936,533.6832937,0.200856942,0.527906287,1.370846663
"mem288327",0.78092649,11.81578191,144.8230163,0.152058652,0.205705863,0.587023374
"mem289193",2.123197572,12.89829241,2044.68023,0.26815676,0.276515599,0.248117989
"mem289635",1.23698838,15.91505127,730.5335831,0.271381459,0.576267712,0.11664334
"mem290620",1.403451093,25.59379969,196.521212,0.349832538,0.037586026,0.336100479
"mem290954",1.325300218,11.76016888,875.6985977,0.223294544,0.375838259,0.558295936
"mem291380",0.962412833,7.522137148,255.3142305,0.206839814,0.246415719,0.725467618
"mem292094",0.689245117,8.151303677,408.8005309,0.128864438,0.632885056,0.439245865
"mem292169",1.228849065,9.145956646,462.4831759,0.197694613,0.210358851,0.230461073
"mem292589",1.266522629,8.76999937,256.293095,0.217874221,0.12341817,0.277683003
"mem292633",1.100588132,18.55854267,291.6446135,0.258684617,0.192782317,0.28546004
"mem295272",1.24368029,9.270564644,1110.584659,0.155097218,0.264111928,0.240960275
"mem296234",1.189075905,8.381808661,795.3145657,0.157275039,0.359499106,0.598995438
"mem296760",1.343693019,8.668406122,340.148511,0.250643768,0.021462382,2.00155591
"mem297462",0.972856109,12.35996495,525.675627,0.169551435,0.405732214,0.357423328
"mem297494",1.270081878,8.70000462,335.8218982,0.221424056,0.342412106,0.188466166
"mem297873",1.896467714,9.626153857,331.2202488,0.248853709,0.089207627,0.200448964
"mem299950",0.683697447,7.520372748,96.56208422,0.175865056,0.301361656,0.627698068
"mem301982",0.886577371,6.161476928,717.111478,0.219058297,0.264766157,0.182882994
"mem302432",0.704314402,9.159132981,338.3187683,0.112891936,0.26159142,0.866075208
"mem302519",0.86072669,6.555052278,181.0475821,0.195160997,0.053717367,0.740658865
"mem302714",0.489770829,4.810390067,216.3129672,0.063050713,0.277796344,0.083158288
"mem303066",0.927317892,10.16475192,288.4349882,0.171636662,0.46337039,1.103896124
"mem30351",1.612055215,22.78998307,306.9861543,0.307033611,0.074413042,0.489772962
"mem303885",0.750792558,7.190977167,259.9931339,0.176601195,0.322475182,0.614923394
"mem303928",0.91930254,12.18005574,927.8759844,0.151951015,0.270251559,0.262058472
"mem304621",2.458973762,11.94143524,184.1445312,0.322064221,0.052292729,0.616820606
"mem305065",0.831709979,5.480845211,591.5376205,0.101327441,0.46315625,0.333915745
"mem306303",0.955331656,6.089619546,684.1339736,0.151967335,0.298144223,1.687884031
"mem307391",1.487915595,13.49788676,289.7897579,0.285875899,0.260072802,0.570976679
"mem309732",1.377988457,13.39198247,450.4170211,0.219813446,0.408040724,0.152321164
"mem31004",0.948343146,4.891556042,292.5020652,0.104603557,0.278606204,0.12780123
"mem310342",0.675897649,7.196196455,291.7471482,0.124038769,0.308854528,0.016320645
"mem311317",0.492340551,6.883892298,372.3603633,0.121727918,0.475564222,1.668680369
"mem31396",1.407286629,17.61114762,642.5186362,0.265164499,0.183822988,0.47940074
"mem316263",0.881066352,19.02597039,303.0064068,0.253443278,0.25636612,0.10890535
"mem317323",0.810920191,4.83096723,681.8225844,0.151516163,0.4689149,0.415227722
"mem318575",0.44258093,3.242272209,154.1662258,0.088026325,0.045874364,0.98547276
"mem320651",0.671967696,5.463742977,389.0415694,0.088142751,0.378240764,0.73558704
"mem320974",1.144152867,12.43494086,456.8654791,0.191183752,0.20760623,0.396788822
"mem322258",1.095014092,6.320303994,725.0397656,0.11786892,0.406239484,0.213851968
"mem325609",0.619600171,7.424512784,412.6880945,0.173524393,0.206392733,2.194316017
"mem326150",0.765937138,6.570236031,372.1636488,0.148758538,0.492903149,0.213916732
"mem329832",1.27911367,6.452064461,1079.011955,0.28294836,0.229721435,1.517749206
"mem330986",0.847280277,10.91601376,106.7626619,0.184276483,0.424738688,0.763283346
"mem331103",0.899353953,12.57918587,254.9060178,0.22187405,0.112205609,0.313250147
"mem332249",1.364877888,10.03690606,515.7696362,0.221046486,0.329870849,0.549899048
"mem333357",0.667098671,5.744053968,298.3507008,0.121833597,0.479149332,0.520621464
"mem333438",1.831577997,16.10401358,336.8873006,0.263042839,0.175735301,0.553234377
"mem336346",1.719397087,9.833939159,446.8485907,0.284946305,0.118574931,0.783698959
"mem336398",0.809812723,10.51912265,175.079822,0.244034246,0.078119849,0.591387858
"mem337382",1.241666817,10.81477508,540.36987,0.239521678,0.446260819,0.111834813
"mem339048",2.208572246,8.217744151,223.3444734,0.295521714,0.198079953,0.707079398
"mem339049",0.896365873,8.733288503,899.7866069,0.231759871,0.128723836,0.23325426
"mem340205",1.061691868,6.206252492,135.2461556,0.21717121,0.103656024,0.786199621
"mem340311",1.134989888,8.306723134,171.9861546,0.262217585,0.133486593,0.217204653
"mem34062",0.859162987,20.89098424,685.7280367,0.294317949,0.24469722,0.129376689
"mem340625",0.98546025,6.865061418,452.9200779,0.183758863,0.26857276,0.762869337
"mem342049",0.669140111,5.204565868,652.4708783,0.174952346,0.379624284,0.813854884
"mem345241",1.309297327,12.36057943,157.8148739,0.34921274,0.088818984,0.45041438
"mem345937",0.63211274,8.893010441,149.5119933,0.22065709,0.128512166,0.028001047
"mem347123",1.700927398,9.897810816,158.7819666,0.22547236,0.090128209,0.624311007
"mem347533",0.38516823,4.539825525,239.5690819,0.120682058,0.227336148,0.845676266
"mem347961",1.806761849,11.45516844,370.8257987,0.280432835,0.220639783,0.78309173
"mem348434",0.476565871,4.846604601,355.185296,0.153943612,0.274760894,0.559276195
"mem34912",0.907729545,17.67916867,630.2315639,0.206609181,0.499998043,0.809854708
"mem349810",1.628495661,11.27915332,867.2538636,0.290830205,0.108447354,0.164549938
"mem350077",1.024565067,6.910975367,397.4974688,0.15977738,0.297044265,0.124879445
"mem352416",0.851405241,5.133141979,376.0237138,0.270532644,0.29043418,0.400719126
"mem352833",1.173317524,7.636846483,226.7371075,0.120297737,0.256902172,0.390471881
"mem353298",1.975726062,9.377972316,503.5745845,0.24914731,0.354317243,0.416394589
"mem35502",0.421421134,3.891875089,315.4079081,0.113400621,0.41357096,0.895278915
"mem35633",1.851444357,11.93815004,401.4371182,0.260343613,0.220688267,0.367340681
"mem356339",1.361635957,7.002363834,361.4740779,0.2015807,0.229281862,0.357416407
"mem356609",1.22301625,9.935032158,241.9604915,0.215377515,0.363445048,0.108810313
"mem357689",0.574976494,5.871712235,450.6759319,0.140955704,0.265923762,0.377871151
"mem358022",1.091704296,7.037556958,178.6723337,0.201310054,0.245806127,0.392941504
"mem358311",0.92058867,9.582236961,496.4843697,0.224144372,0.184654793,0.213472487
"mem361324",0.581880076,4.946007298,225.1681424,0.112743843,0.365782822,0.248999662
"mem362337",1.653717855,12.96837741,278.6845253,0.233670027,0.115690469,0.073725442
"mem365122",0.610613422,7.639950809,467.0246353,0.152363519,0.187969353,0.220337938
"mem365533",0.628811271,5.691669836,720.9771371,0.141693638,0.282204299,0.322482483
"mem365988",1.711577474,6.96123965,965.9932509,0.189550897,0.44921994,0.389068938
"mem366407",1.310762508,7.437442834,124.1550468,0.151155349,0.331056006,0.160835092
"mem366472",1.442069204,8.230152689,251.8378004,0.276639155,0.335502444,0.185225153
"mem366818",1.040356484,13.98321667,274.5193574,0.177462858,0.36549295,0.298443374
"mem368126",0.644469112,10.54952235,565.8686878,0.150631651,0.196336963,0.099933775
"mem368303",1.223645759,10.03460178,410.2259745,0.229459467,0.230321737,0.579039159
"mem368307",0.687044451,3.458103034,92.75281868,0.084151348,0.232992691,0.690455848
"mem3687",1.16382737,8.031695775,517.844965,0.207048171,0.254752759,0.455152798
"mem369080",0.76542061,5.80582948,351.5369891,0.113565434,0.502482502,0.681435471
"mem369345",1.012681046,10.95988019,1540.754398,0.213571785,0.182631511,0.826700704
"mem369368",1.153018185,13.50802154,461.1379297,0.298009772,0.208544533,0.504275658
"mem370716",0.771047375,6.234000301,1002.149989,0.218598196,0.365339672,0.594979706
"mem371646",0.449935002,3.823830739,404.4116716,0.076473811,0.450778042,0.438899232
"mem373635",0.680023155,7.043454714,365.3840316,0.123029676,0.441856783,0.721107957
"mem37474",0.693062437,6.389767263,237.6650959,0.155171234,0.337868289,0.319607417
"mem376686",1.081282089,4.436451855,274.9683232,0.153741471,0.245317611,0.696828281
"mem376708",0.817963804,9.862436763,223.794048,0.164056084,0.210137614,0.924577272
"mem377719",0.885075763,6.153975224,893.0776165,0.215896031,0.245807138,0.38335894
"mem378085",1.392946588,14.94908289,446.2141666,0.262707057,0.332533665,0.801804987
"mem37842",1.035075325,10.44314955,530.8045001,0.177343323,0.348000414,0.440036137
"mem379784",1.208068336,11.92261615,418.4378719,0.190466269,0.138300332,0.09044805
"mem379876",0.91059497,9.152310145,126.0282521,0.144769693,0.205010012,0.351629879
"mem380071",1.443268541,9.058773937,214.3809481,0.241322295,0.353929218,0.096714748
"mem380937",0.733765085,6.713660134,415.2315568,0.152820791,0.143452815,0.553752586
"mem382392",0.535930009,5.683001296,480.6588767,0.110542853,0.262826148,1.493846487
"mem383087",0.667948976,5.673793607,171.9728607,0.173213695,0.433079476,0.495891188
"mem383227",1.55109822,11.20120055,766.7457479,0.299343048,0.32253629,0.182125177
"mem383553",1.026357918,6.102107347,270.3457917,0.130925515,0.341538563,0.197932873
"mem383672",0.767352639,5.683405262,201.9648889,0.141149129,0.373620317,0.106341367
