"gas_name","indirect_forcing_effect","gas_group","sample_id","f1","f2","f3"
"bc","bc|aci","aerosol_plus","mem100492",0.0,-0.0040673789605590914,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem100492",0.0,0.018650192849697256,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem100492",0.0,-0.29296908777825137,0.0
"cfc113","cfc113|o3","montreal","mem100492",0.0,-0.11771079419661885,0.0
"cfc114","cfc114|o3","montreal","mem100492",0.0,-0.0340053405456899,0.0
"cfc115","cfc115|o3","montreal","mem100492",0.0,-0.009155283993070354,0.0
"cfc11","cfc11|o3","montreal","mem100492",0.0,-0.18441357757470286,0.0
"cfc12","cfc12|o3","montreal","mem100492",0.0,-0.06277909023819671,0.0
"ch2cl2","ch2cl2|o3","montreal","mem100492",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem100492",0.0,-0.239345281533125,0.0
"chcl3","chcl3|o3","montreal","mem100492",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem100492",0.0,0.00016661829155262384,0.0
"halon1202","halon1202|o3","montreal","mem100492",0.0,-7.886623211173464,0.0
"halon1211","halon1211|o3","montreal","mem100492",0.0,-3.8256008113901134,0.0
"halon1301","halon1301|o3","montreal","mem100492",0.0,-1.8833727071459017,0.0
"halon2402","halon2402|o3","montreal","mem100492",0.0,-7.768912416976846,0.0
"hcfc141b","hcfc141b|o3","montreal","mem100492",0.0,-0.08893704450411202,0.0
"hcfc142b","hcfc142b|o3","montreal","mem100492",0.0,-0.022234261126028013,0.0
"hcfc22","hcfc22|o3","montreal","mem100492",0.0,-0.019618465699436476,0.0
"methane","methane|o3","primary","mem100492",0.0,0.00018730194153846678,0.0
"methane","methane|strat_h2o","primary","mem100492",0.0,5.071105307909861e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem100492",0.0,-3.5313238258985655,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem100492",0.0,-0.05754749938501367,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem100492",0.0,0.000761847774478549,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem100492",0.0,0.00035392023309109067,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem100492",0.0,0.01737993885031357,0.0
"nox","nox|o3","aerosol_plus","mem100492",0.0,0.0019304739986786763,0.0
"oc","oc|aci","aerosol_plus","mem100492",0.0,-0.0040673789605590914,0.0
"so2","so2|aci","aerosol_plus","mem100492",-0.37132695897825246,0.0,0.0
"bc","bc|aci","aerosol_plus","mem101042",0.0,-0.011354539972946555,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem101042",0.0,0.007856661928902081,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem101042",0.0,-0.2223092383929433,0.0
"cfc113","cfc113|o3","montreal","mem101042",0.0,-0.08932067614002187,0.0
"cfc114","cfc114|o3","montreal","mem101042",0.0,-0.025803750884895213,0.0
"cfc115","cfc115|o3","montreal","mem101042",0.0,-0.006947163699779477,0.0
"cfc11","cfc11|o3","montreal","mem101042",0.0,-0.13993572595270093,0.0
"cfc12","cfc12|o3","montreal","mem101042",0.0,-0.04763769394134499,0.0
"ch2cl2","ch2cl2|o3","montreal","mem101042",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem101042",0.0,-0.18161870815137782,0.0
"chcl3","chcl3|o3","montreal","mem101042",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem101042",0.0,0.00012643240206090754,0.0
"halon1202","halon1202|o3","montreal","mem101042",0.0,-5.984485301381466,0.0
"halon1211","halon1211|o3","montreal","mem101042",0.0,-2.9029219745507113,0.0
"halon1301","halon1301|o3","montreal","mem101042",0.0,-1.42913081824035,0.0
"halon2402","halon2402|o3","montreal","mem101042",0.0,-5.895164625241445,0.0
"hcfc141b","hcfc141b|o3","montreal","mem101042",0.0,-0.06748673308357209,0.0
"hcfc142b","hcfc142b|o3","montreal","mem101042",0.0,-0.016871683270893025,0.0
"hcfc22","hcfc22|o3","montreal","mem101042",0.0,-0.014886779356670312,0.0
"methane","methane|o3","primary","mem101042",0.0,0.00014212745886846845,0.0
"methane","methane|strat_h2o","primary","mem101042",0.0,4.068809380723523e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem101042",0.0,-2.6796202842006562,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem101042",0.0,-0.04366788611289959,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem101042",0.0,0.0005781012590784944,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem101042",0.0,0.000268559860929376,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem101042",0.0,0.02011348386111132,0.0
"nox","nox|o3","aerosol_plus","mem101042",0.0,0.0014648719687056872,0.0
"oc","oc|aci","aerosol_plus","mem101042",0.0,-0.011354539972946555,0.0
"so2","so2|aci","aerosol_plus","mem101042",-0.16061382915447464,0.0,0.0
"bc","bc|aci","aerosol_plus","mem101270",0.0,-0.009816165454623401,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem101270",0.0,0.02021164548774481,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem101270",0.0,-0.16544860308165493,0.0
"cfc113","cfc113|o3","montreal","mem101270",0.0,-0.06647488516673634,0.0
"cfc114","cfc114|o3","montreal","mem101270",0.0,-0.01920385571483495,0.0
"cfc115","cfc115|o3","montreal","mem101270",0.0,-0.005170268846301715,0.0
"cfc11","cfc11|o3","montreal","mem101270",0.0,-0.10414398676122028,0.0
"cfc12","cfc12|o3","montreal","mem101270",0.0,-0.03545327208892605,0.0
"ch2cl2","ch2cl2|o3","montreal","mem101270",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem101270",0.0,-0.1351655998390306,0.0
"chcl3","chcl3|o3","montreal","mem101270",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem101270",0.0,9.409444455142936e-5,0.0
"halon1202","halon1202|o3","montreal","mem101270",0.0,-4.453817306171336,0.0
"halon1211","halon1211|o3","montreal","mem101270",0.0,-2.160433767918932,0.0
"halon1301","halon1301|o3","montreal","mem101270",0.0,-1.0635981626677815,0.0
"halon2402","halon2402|o3","montreal","mem101270",0.0,-4.3873424210046,0.0
"hcfc141b","hcfc141b|o3","montreal","mem101270",0.0,-0.05022546879264525,0.0
"hcfc142b","hcfc142b|o3","montreal","mem101270",0.0,-0.012556367198161314,0.0
"hcfc22","hcfc22|o3","montreal","mem101270",0.0,-0.011079147527789393,0.0
"methane","methane|o3","primary","mem101270",0.0,0.00010577513421988267,0.0
"methane","methane|strat_h2o","primary","mem101270",0.0,2.7254444910528883e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem101270",0.0,-1.9942465550020905,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem101270",0.0,-0.03249883274818222,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem101270",0.0,0.00043023873612136324,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem101270",0.0,0.00019986957877131205,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem101270",0.0,0.015089472697429258,0.0
"nox","nox|o3","aerosol_plus","mem101270",0.0,0.0010901977023889749,0.0
"oc","oc|aci","aerosol_plus","mem101270",0.0,-0.009816165454623401,0.0
"so2","so2|aci","aerosol_plus","mem101270",-11.406125741294256,0.0,0.0
"bc","bc|aci","aerosol_plus","mem101704",0.0,-0.007549251055434416,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem101704",0.0,0.011974563034773796,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem101704",0.0,-0.18383173202560818,0.0
"cfc113","cfc113|o3","montreal","mem101704",0.0,-0.073860963760289,0.0
"cfc114","cfc114|o3","montreal","mem101704",0.0,-0.021337611752972382,0.0
"cfc115","cfc115|o3","montreal","mem101704",0.0,-0.005744741625800254,0.0
"cfc11","cfc11|o3","montreal","mem101704",0.0,-0.11571550989111942,0.0
"cfc12","cfc12|o3","montreal","mem101704",0.0,-0.03939251400548746,0.0
"ch2cl2","ch2cl2|o3","montreal","mem101704",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem101704",0.0,-0.150183959645921,0.0
"chcl3","chcl3|o3","montreal","mem101704",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem101704",0.0,0.00010454935486726257,0.0
"halon1202","halon1202|o3","montreal","mem101704",0.0,-4.9486845719393635,0.0
"halon1211","halon1211|o3","montreal","mem101704",0.0,-2.400481322209393,0.0
"halon1301","halon1301|o3","montreal","mem101704",0.0,-1.181775420164624,0.0
"halon2402","halon2402|o3","montreal","mem101704",0.0,-4.874823608179075,0.0
"hcfc141b","hcfc141b|o3","montreal","mem101704",0.0,-0.05580606150777392,0.0
"hcfc142b","hcfc142b|o3","montreal","mem101704",0.0,-0.013951515376943481,0.0
"hcfc22","hcfc22|o3","montreal","mem101704",0.0,-0.012310160626714833,0.0
"methane","methane|o3","primary","mem101704",0.0,0.00011752789547147447,0.0
"methane","methane|strat_h2o","primary","mem101704",0.0,4.139774412541554e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem101704",0.0,-2.21582891280867,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem101704",0.0,-0.03610980450503019,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem101704",0.0,0.0004780429122551385,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem101704",0.0,0.00022207725033873707,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem101704",0.0,0.018290843257140952,0.0
"nox","nox|o3","aerosol_plus","mem101704",0.0,0.0012113304563931113,0.0
"oc","oc|aci","aerosol_plus","mem101704",0.0,-0.007549251055434416,0.0
"so2","so2|aci","aerosol_plus","mem101704",-0.021499926949299863,0.0,0.0
"bc","bc|aci","aerosol_plus","mem10174",0.0,-0.0035607867691323757,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem10174",0.0,0.005108573007657821,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem10174",0.0,-0.3867669128325917,0.0
"cfc113","cfc113|o3","montreal","mem10174",0.0,-0.15539742033452345,0.0
"cfc114","cfc114|o3","montreal","mem10174",0.0,-0.04489258809664012,0.0
"cfc115","cfc115|o3","montreal","mem10174",0.0,-0.012086466026018487,0.0
"cfc11","cfc11|o3","montreal","mem10174",0.0,-0.24345595852408672,0.0
"cfc12","cfc12|o3","montreal","mem10174",0.0,-0.08287862417841249,0.0
"ch2cl2","ch2cl2|o3","montreal","mem10174",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem10174",0.0,-0.3159747546801977,0.0
"chcl3","chcl3|o3","montreal","mem10174",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem10174",0.0,0.00021996328259050172,0.0
"halon1202","halon1202|o3","montreal","mem10174",0.0,-10.411627162413073,0.0
"halon1211","halon1211|o3","montreal","mem10174",0.0,-5.050416160872013,0.0
"halon1301","halon1301|o3","montreal","mem10174",0.0,-2.486358725352375,0.0
"halon2402","halon2402|o3","montreal","mem10174",0.0,-10.256229742078547,0.0
"hcfc141b","hcfc141b|o3","montreal","mem10174",0.0,-0.11741138425275105,0.0
"hcfc142b","hcfc142b|o3","montreal","mem10174",0.0,-0.02935284606318777,0.0
"hcfc22","hcfc22|o3","montreal","mem10174",0.0,-0.02589957005575391,0.0
"methane","methane|o3","primary","mem10174",0.0,0.00024726906939483986,0.0
"methane","methane|strat_h2o","primary","mem10174",-0.0,-2.4308445021973955e-6,-0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem10174",0.0,-4.661922610035703,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem10174",0.0,-0.0759720721635448,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem10174",0.0,0.0010057631472931217,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem10174",0.0,0.00046723235198534163,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem10174",0.0,0.02458144846562468,0.0
"nox","nox|o3","aerosol_plus","mem10174",0.0,0.002548540101738227,0.0
"oc","oc|aci","aerosol_plus","mem10174",0.0,-0.0035607867691323757,0.0
"so2","so2|aci","aerosol_plus","mem10174",-0.020849072001787865,0.0,0.0
"bc","bc|aci","aerosol_plus","mem101832",0.0,-0.010985532890149453,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem101832",0.0,0.018635720896092334,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem101832",0.0,-0.31755039759433523,0.0
"cfc113","cfc113|o3","montreal","mem101832",0.0,-0.12758721331915254,0.0
"cfc114","cfc114|o3","montreal","mem101832",0.0,-0.03685852829219963,0.0
"cfc115","cfc115|o3","montreal","mem101832",0.0,-0.009923449924822973,0.0
"cfc11","cfc11|o3","montreal","mem101832",0.0,-0.19988663420000563,0.0
"cfc12","cfc12|o3","montreal","mem101832",0.0,-0.06804651377021467,0.0
"ch2cl2","ch2cl2|o3","montreal","mem101832",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem101832",0.0,-0.2594273337489435,0.0
"chcl3","chcl3|o3","montreal","mem101832",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem101832",0.0,0.00018059825058769333,0.0
"halon1202","halon1202|o3","montreal","mem101832",0.0,-8.54834329238322,0.0
"halon1211","halon1211|o3","montreal","mem101832",0.0,-4.146584432872458,0.0
"halon1301","halon1301|o3","montreal","mem101832",0.0,-2.0413954131064407,0.0
"halon2402","halon2402|o3","montreal","mem101832",0.0,-8.42075607906407,0.0
"hcfc141b","hcfc141b|o3","montreal","mem101832",0.0,-0.09639922784113748,0.0
"hcfc142b","hcfc142b|o3","montreal","mem101832",0.0,-0.024099806960284374,0.0
"hcfc22","hcfc22|o3","montreal","mem101832",0.0,-0.02126453555319209,0.0
"methane","methane|o3","primary","mem101832",0.0,0.0002030173437640966,0.0
"methane","methane|strat_h2o","primary","mem101832",0.0,5.489739862905434e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem101832",0.0,-3.827616399574576,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem101832",0.0,-0.06237597095603014,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem101832",0.0,0.0008257699319975219,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem101832",0.0,0.00038361559435178997,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem101832",0.0,0.015886151674862427,0.0
"nox","nox|o3","aerosol_plus","mem101832",0.0,0.002092448696464309,0.0
"oc","oc|aci","aerosol_plus","mem101832",0.0,-0.010985532890149453,0.0
"so2","so2|aci","aerosol_plus","mem101832",-5.132566540150965,0.0,0.0
"bc","bc|aci","aerosol_plus","mem103022",0.0,-0.012153812948261587,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem103022",0.0,0.019618540129931996,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem103022",0.0,-0.3810966761995179,0.0
"cfc113","cfc113|o3","montreal","mem103022",0.0,-0.15311920025873488,0.0
"cfc114","cfc114|o3","montreal","mem103022",0.0,-0.044234435630301196,0.0
"cfc115","cfc115|o3","montreal","mem103022",0.0,-0.011909271131234932,0.0
"cfc11","cfc11|o3","montreal","mem103022",0.0,-0.23988674707201796,0.0
"cfc12","cfc12|o3","montreal","mem103022",0.0,-0.08166357347132525,0.0
"ch2cl2","ch2cl2|o3","montreal","mem103022",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem103022",0.0,-0.3113423738594276,0.0
"chcl3","chcl3|o3","montreal","mem103022",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem103022",0.0,0.00021673848796228162,0.0
"halon1202","halon1202|o3","montreal","mem103022",0.0,-10.25898641733524,0.0
"halon1211","halon1211|o3","montreal","mem103022",0.0,-4.976374008408884,0.0
"halon1301","halon1301|o3","montreal","mem103022",0.0,-2.449907204139758,0.0
"halon2402","halon2402|o3","montreal","mem103022",0.0,-10.105867217076504,0.0
"hcfc141b","hcfc141b|o3","montreal","mem103022",0.0,-0.1156900624177108,0.0
"hcfc142b","hcfc142b|o3","montreal","mem103022",0.0,-0.02892251560442771,0.0
"hcfc22","hcfc22|o3","montreal","mem103022",0.0,-0.025519866709789146,0.0
"methane","methane|o3","primary","mem103022",0.0,0.00024364395543346136,0.0
"methane","methane|strat_h2o","primary","mem103022",0.0,3.4659153483530574e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem103022",0.0,-4.593576007762047,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem103022",0.0,-0.07485827568204817,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem103022",0.0,0.0009910180518551222,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem103022",0.0,0.00046038244339574304,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem103022",0.0,0.016456276695404014,0.0
"nox","nox|o3","aerosol_plus","mem103022",0.0,0.0025111769639767803,0.0
"oc","oc|aci","aerosol_plus","mem103022",0.0,-0.012153812948261587,0.0
"so2","so2|aci","aerosol_plus","mem103022",-1.7574609882883783,0.0,0.0
"bc","bc|aci","aerosol_plus","mem104057",0.0,-0.007228510361426359,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem104057",0.0,0.012225097339715215,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem104057",0.0,-0.29800475317917086,0.0
"cfc113","cfc113|o3","montreal","mem104057",0.0,-0.11973405261663114,0.0
"cfc114","cfc114|o3","montreal","mem104057",0.0,-0.03458983742258234,0.0
"cfc115","cfc115|o3","montreal","mem104057",0.0,-0.009312648536849088,0.0
"cfc11","cfc11|o3","montreal","mem104057",0.0,-0.18758334909938879,0.0
"cfc12","cfc12|o3","montreal","mem104057",0.0,-0.0638581613955366,0.0
"ch2cl2","ch2cl2|o3","montreal","mem104057",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem104057",0.0,-0.24345924032048336,0.0
"chcl3","chcl3|o3","montreal","mem104057",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem104057",0.0,0.00016948219085440592,0.0
"halon1202","halon1202|o3","montreal","mem104057",0.0,-8.022181525314288,0.0
"halon1211","halon1211|o3","montreal","mem104057",0.0,-3.891356710040513,0.0
"halon1301","halon1301|o3","montreal","mem104057",0.0,-1.9157448418660983,0.0
"halon2402","halon2402|o3","montreal","mem104057",0.0,-7.9024474726976575,0.0
"hcfc141b","hcfc141b|o3","montreal","mem104057",0.0,-0.09046572864367687,0.0
"hcfc142b","hcfc142b|o3","montreal","mem104057",0.0,-0.02261643216091922,0.0
"hcfc22","hcfc22|o3","montreal","mem104057",0.0,-0.019955675436105193,0.0
"methane","methane|o3","primary","mem104057",0.0,0.00019052135937426318,0.0
"methane","methane|strat_h2o","primary","mem104057",0.0,3.5303449083586084e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem104057",0.0,-3.5920215784989344,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem104057",0.0,-0.05853664794590857,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem104057",0.0,0.0007749427071480767,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem104057",0.0,0.0003600035502286691,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem104057",0.0,0.011610583424224436,0.0
"nox","nox|o3","aerosol_plus","mem104057",0.0,0.0019636557285200133,0.0
"oc","oc|aci","aerosol_plus","mem104057",0.0,-0.007228510361426359,0.0
"so2","so2|aci","aerosol_plus","mem104057",-0.9753042870374515,0.0,0.0
"bc","bc|aci","aerosol_plus","mem104452",0.0,-0.0007497047338953477,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem104452",0.0,0.011265987318643292,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem104452",0.0,-0.3013659196977446,0.0
"cfc113","cfc113|o3","montreal","mem104452",0.0,-0.12108452130712953,0.0
"cfc114","cfc114|o3","montreal","mem104452",0.0,-0.034979972822059655,0.0
"cfc115","cfc115|o3","montreal","mem104452",0.0,-0.009417684990554518,0.0
"cfc11","cfc11|o3","montreal","mem104452",0.0,-0.18969908338116961,0.0
"cfc12","cfc12|o3","montreal","mem104452",0.0,-0.06457841136380241,0.0
"ch2cl2","ch2cl2|o3","montreal","mem104452",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem104452",0.0,-0.24620519332449675,0.0
"chcl3","chcl3|o3","montreal","mem104452",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem104452",0.0,0.0001713937639394562,0.0
"halon1202","halon1202|o3","montreal","mem104452",0.0,-8.11266292757768,0.0
"halon1211","halon1211|o3","montreal","mem104452",0.0,-3.9352469424817107,0.0
"halon1301","halon1301|o3","montreal","mem104452",0.0,-1.9373523409140725,0.0
"halon2402","halon2402|o3","montreal","mem104452",0.0,-7.991578406270551,0.0
"hcfc141b","hcfc141b|o3","montreal","mem104452",0.0,-0.09148608276538676,0.0
"hcfc142b","hcfc142b|o3","montreal","mem104452",0.0,-0.022871520691346698,0.0
"hcfc22","hcfc22|o3","montreal","mem104452",0.0,-0.020180753551188257,0.0
"methane","methane|o3","primary","mem104452",0.0,0.0001926702311871128,0.0
"methane","methane|strat_h2o","primary","mem104452",0.0,4.214373959297643e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem104452",0.0,-3.632535639213886,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem104452",0.0,-0.05919687708348556,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem104452",0.0,0.000783683210288686,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem104452",0.0,0.00036406399512656907,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem104452",0.0,0.008587179958202153,0.0
"nox","nox|o3","aerosol_plus","mem104452",0.0,0.0019858036097812858,0.0
"oc","oc|aci","aerosol_plus","mem104452",0.0,-0.0007497047338953477,0.0
"so2","so2|aci","aerosol_plus","mem104452",-3.446073040950221,0.0,0.0
"bc","bc|aci","aerosol_plus","mem104778",0.0,-0.011374628874921189,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem104778",0.0,0.0161110554446884,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem104778",0.0,-0.39349287240042496,0.0
"cfc113","cfc113|o3","montreal","mem104778",0.0,-0.1580998148037422,0.0
"cfc114","cfc114|o3","montreal","mem104778",0.0,-0.045673279832192194,0.0
"cfc115","cfc115|o3","montreal","mem104778",0.0,-0.012296652262513278,0.0
"cfc11","cfc11|o3","montreal","mem104778",0.0,-0.24768970985919608,0.0
"cfc12","cfc12|o3","montreal","mem104778",0.0,-0.08431990122866248,0.0
"ch2cl2","ch2cl2|o3","montreal","mem104778",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem104778",0.0,-0.3214696234342758,0.0
"chcl3","chcl3|o3","montreal","mem104778",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem104778",0.0,0.00022378849125242255,0.0
"halon1202","halon1202|o3","montreal","mem104778",0.0,-10.592687591850728,0.0
"halon1211","halon1211|o3","montreal","mem104778",0.0,-5.138243981121621,0.0
"halon1301","halon1301|o3","montreal","mem104778",0.0,-2.529597036859875,0.0
"halon2402","halon2402|o3","montreal","mem104778",0.0,-10.434587777046984,0.0
"hcfc141b","hcfc141b|o3","montreal","mem104778",0.0,-0.11945319340727188,0.0
"hcfc142b","hcfc142b|o3","montreal","mem104778",0.0,-0.029863298351817974,0.0
"hcfc22","hcfc22|o3","montreal","mem104778",0.0,-0.02634996913395703,0.0
"methane","methane|o3","primary","mem104778",0.0,0.0002515691315458267,0.0
"methane","methane|strat_h2o","primary","mem104778",0.0,3.8037052667469895e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem104778",0.0,-4.742994444112266,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem104778",0.0,-0.07729324279294063,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem104778",0.0,0.0010232535841403871,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem104778",0.0,0.0004753576227982493,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem104778",0.0,0.009602065087618851,0.0
"nox","nox|o3","aerosol_plus","mem104778",0.0,0.0025928597607177235,0.0
"oc","oc|aci","aerosol_plus","mem104778",0.0,-0.011374628874921189,0.0
"so2","so2|aci","aerosol_plus","mem104778",-1.567543762205283,0.0,0.0
"bc","bc|aci","aerosol_plus","mem105062",0.0,-0.02989686134139664,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem105062",0.0,0.01456267379823742,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem105062",0.0,-0.3093333369144663,0.0
"cfc113","cfc113|o3","montreal","mem105062",0.0,-0.12428571572456236,0.0
"cfc114","cfc114|o3","montreal","mem105062",0.0,-0.035904762320429134,0.0
"cfc115","cfc115|o3","montreal","mem105062",0.0,-0.00966666677857707,0.0
"cfc11","cfc11|o3","montreal","mem105062",0.0,-0.19471428796848103,0.0
"cfc12","cfc12|o3","montreal","mem105062",0.0,-0.06628571505309991,0.0
"ch2cl2","ch2cl2|o3","montreal","mem105062",0.0,-0.0,0.0
"ch3ccl3","ch3ccl3|o3","montreal","mem105062",0.0,-0.2527142886399435,0.0
"chcl3","chcl3|o3","montreal","mem105062",0.0,-0.0,0.0
"co","co|o3","aerosol_plus","mem105062",0.0,0.00017592501825985034,0.0
"halon1202","halon1202|o3","montreal","mem105062",0.0,-8.32714295354568,0.0
"halon1211","halon1211|o3","montreal","mem105062",0.0,-4.039285761048277,0.0
"halon1301","halon1301|o3","montreal","mem105062",0.0,-1.9885714515929978,0.0
"halon2402","halon2402|o3","montreal","mem105062",0.0,-8.202857237821117,0.0
"hcfc141b","hcfc141b|o3","montreal","mem105062",0.0,-0.09390476299189157,0.0
"hcfc142b","hcfc142b|o3","montreal","mem105062",0.0,-0.023476190747972896,0.0
"hcfc22","hcfc22|o3","montreal","mem105062",0.0,-0.020714285954093727,0.0
"methane","methane|o3","primary","mem105062",0.0,0.00019776398604383173,0.0
"methane","methane|strat_h2o","primary","mem105062",0.0,2.989675386195889e-5,0.0
"methyl_bromide","methyl_bromide|o3","montreal","mem105062",0.0,-3.728571471736871,0.0
"methyl_chloride","methyl_chloride|o3","montreal","mem105062",0.0,-0.06076190546534161,0.0
"nitrous_oxide","nitrous_oxide|o3","primary","mem105062",0.0,0.0008044019800433157,0.0
"nmvoc","nmvoc|o3","aerosol_plus","mem105062",0.0,0.0003736890043036821,0.0
"nox_avi","nox_avi|contrails","aerosol_plus","mem105062",0.0,0.0203563385554326,0.0
"nox","nox|o3","aerosol_plus","mem105062",0.0,0.002038303659838266,0.0
"oc","oc|aci","aerosol_plus","mem105062",0.0,-0.02989686134139664,0.0
"so2","so2|aci","aerosol_plus","mem105062",-1.2479738092103487,0.0,0.0
"bc","bc|aci","aerosol_plus","mem105601",0.0,-0.005170797885572205,0.0
"bc","bc|bc_on_snow","aerosol_plus","mem105601",0.0,0.007338912228772408,0.0
"carbon_tetrachloride","carbon_tetrachloride|o3","montreal","mem105601",0.0,-0.2812826073045502,0.0
"cfc113","cfc113|o3","montreal","mem105601",0.0,-0.11301533329200676,0.0
"cfc114","cfc114|o3","montreal","mem105601",0.0,-0.0326488740621353,0.0
"cfc115","cfc115|o3","montreal","mem105601",0.0,-0.008790081478267191,0.0
"cfc11","cfc11|o3","montreal","mem105601",0.0,-0.1770573554908106,0.0
"cfc12","cfc12|o3","montreal","mem105601",0.0,-0.0602748444224036,0.0
