"sample_id","land_use","volcanic","solar"
"mem257776",1.398213946,0.480897984,0.805497767
"mem259098",0.856821214,0.825906752,0.106892916
"mem259342",1.293241485,1.527134717,1.620505281
"mem259377",2.532527314,0.849812257,1.533422298
"mem259915",0.915374164,0.770020108,1.437805858
"mem261577",0.439489667,0.68348245,1.78856896
"mem261648",1.445266411,0.776803066,1.469447462
"mem262190",0.885143235,1.068207795,0.781964362
"mem26337",2.145795681,1.025753408,0.285474436
"mem263722",0.816222198,1.352806224,0.811733322
"mem264749",1.207791673,1.673825306,0.28421412
"mem265153",1.199312434,1.208353744,0.654616732
"mem266031",0.420243298,1.319370518,0.166109963
"mem266839",0.370345607,1.12465529,-0.317531616
"mem268148",0.906309476,1.285108805,1.238548411
"mem268734",1.213612224,0.355400905,0.935415204
"mem269114",0.458492655,1.226380393,0.637402842
"mem269919",1.053079249,0.834667599,0.876475561
"mem270091",1.887574891,1.276371282,1.427539628
"mem27212",0.945730381,1.019428025,0.630238617
"mem272285",0.685856827,0.359234119,2.180124934
"mem275220",1.294655152,1.298667874,0.504818572
"mem275279",1.246831416,1.663428562,1.407697788
"mem276248",1.869183934,1.451878063,0.417578902
"mem276552",1.041716282,1.572988625,1.382746023
"mem27701",0.980877414,1.267749029,1.292150011
"mem277487",0.56603235,1.210020554,0.322784379
"mem27795",0.854058419,1.097150222,1.159000541
"mem278305",1.381428187,0.430633501,0.402928999
"mem278532",1.321198235,1.262723632,2.060257075
"mem280828",1.08453876,0.902988221,0.928987314
"mem281369",0.272008202,0.998608314,-1.183496044
"mem28212",0.555747149,0.431973712,1.075277371
"mem28271",1.138092513,1.383026559,1.694072889
"mem283459",0.741296902,1.350838583,-0.06931369
"mem283760",1.440483919,0.662512025,1.333654778
"mem284350",1.187767478,1.035680016,2.613627891
"mem285976",0.524055366,0.472673937,0.640511037
"mem286148",1.802965163,1.278381909,0.898813002
"mem287935",1.014049432,0.630941656,1.856256742
"mem288176",1.924341131,1.263788975,2.111746305
"mem288327",1.424424844,0.296263691,1.525872356
"mem289193",0.716726614,0.965929842,0.111711877
"mem289635",1.601247715,0.823572717,1.795599639
"mem290620",0.593139342,0.950471933,1.520542622
"mem290954",1.545357846,0.791905478,1.334945951
"mem291380",0.936286798,1.340406715,1.469943557
"mem292094",1.306373505,0.801318781,1.564116787
"mem292169",1.063361816,1.189743355,1.437638739
"mem292589",1.008389352,0.628716795,1.566404871
"mem292633",0.654531603,1.744146944,1.036101842
"mem295272",0.261693818,0.631465262,0.460555735
"mem296234",0.588042551,1.417766876,0.139679786
"mem296760",0.912436953,1.023126941,0.596364861
"mem297462",1.141529817,1.219780542,1.802856017
"mem297494",0.230023595,0.722450122,1.263943446
"mem297873",0.86657969,1.104849853,0.875036582
"mem299950",1.662365259,0.92175528,0.341232395
"mem301982",1.185564282,0.830364536,0.683653684
"mem302432",0.820257723,1.164069871,1.912608919
"mem302519",0.550712074,1.01545412,1.559525073
"mem302714",0.764730721,0.67501349,1.0032781
"mem303066",0.654735609,1.03869842,1.554409848
"mem30351",1.595759091,0.813499673,2.030994036
"mem303885",0.942858686,0.997718845,1.136476603
"mem303928",1.327565773,1.014621564,0.447013714
"mem304621",1.147719458,0.618936105,0.45733151
"mem305065",1.558060572,0.863730159,0.663958876
"mem306303",0.681183127,1.097656151,1.263368516
"mem307391",1.957145304,0.89872053,0.401279706
"mem309732",0.867487258,0.854525817,1.007240046
"mem31004",0.346336367,0.951925274,0.385068806
"mem310342",1.398168983,1.257717434,1.361554959
"mem311317",1.552159995,1.076575272,0.052024204
"mem31396",1.406320746,1.205962305,1.418828445
"mem316263",0.292677129,0.755181583,0.798703443
"mem317323",0.621234767,0.344719427,0.779175826
"mem318575",0.447944487,0.705593314,0.690809388
"mem320651",0.718626118,0.758303271,0.628884158
"mem320974",0.7311241,1.343929447,1.771012025
"mem322258",0.461339583,1.28865957,1.878931234
"mem325609",0.707630094,0.906873693,1.646068424
"mem326150",0.863760089,0.878364109,0.557483694
"mem329832",1.512351705,0.77549438,0.824747337
"mem330986",1.484861489,0.674093271,1.288249169
"mem331103",0.84661704,1.220186891,0.194262799
"mem332249",1.536162973,0.543470706,0.489953406
"mem333357",1.214069946,1.095233644,0.184874516
"mem333438",1.199789996,1.436011405,0.443181104
"mem336346",1.418385673,0.879946712,0.92562274
"mem336398",0.918737135,1.068583432,0.747134166
"mem337382",0.835137103,0.687068085,1.581123235
"mem339048",0.972222206,0.853063022,-0.077547508
"mem339049",1.608036659,1.063132347,1.067373575
"mem340205",0.941750457,1.023654404,0.970399364
"mem340311",1.56017475,1.074256244,1.317094839
"mem34062",1.522181119,0.781358209,1.500322265
"mem340625",0.926484536,1.152439121,-0.219414934
"mem342049",0.497034808,1.242186817,0.430621006
"mem345241",1.200548135,0.739869464,0.526426643
"mem345937",1.553242488,0.538968385,1.685211687
"mem347123",0.249409779,0.733579062,-0.040810846
"mem347533",0.882673228,1.412589103,0.377753355
"mem347961",1.19476038,1.335605111,1.264323073
"mem348434",1.66010265,1.3220751,0.619634686
"mem34912",0.75648693,1.392770471,-0.497522386
"mem349810",1.029093871,0.927548941,0.976264124
"mem350077",2.017358129,1.029252479,0.765422876
"mem352416",1.230861081,1.545783195,1.21620885
"mem352833",-0.218396267,1.396755063,1.712783361
"mem353298",0.615347852,1.01996576,1.523645436
"mem35502",1.589497685,0.830932389,0.816091309
"mem35633",0.422049535,0.807003795,0.871243429
"mem356339",0.617646758,0.816517246,0.554164048
"mem356609",1.271191709,0.762179126,0.382222564
"mem357689",0.656605361,0.693426574,0.881556571
"mem358022",0.882307854,1.174218253,1.271422791
"mem358311",0.708398872,1.418570616,-0.168210097
"mem361324",0.734802506,0.763241289,-0.26976398
"mem362337",0.497079704,0.253709446,0.25258963
"mem365122",1.261344096,1.131649158,-0.02749553
"mem365533",0.537109126,0.603031705,0.794385625
"mem365988",0.826167417,1.405749293,1.503557425
"mem366407",0.682278418,1.445672211,0.72529379
"mem366472",1.287744344,1.025989429,0.825767743
"mem366818",0.147635592,1.268159456,-0.150239863
"mem368126",0.759556035,1.5061241,1.095109162
"mem368303",1.776950686,0.554144967,1.653918133
"mem368307",1.858357439,1.179239727,1.383368714
"mem3687",0.640956604,0.989904862,0.371184514
"mem369080",1.511134041,1.386686821,1.194918112
"mem369345",0.49011398,0.816463481,0.318368112
"mem369368",0.682256196,0.507359441,0.786764233
"mem370716",1.742050262,1.134227951,1.386330022
"mem371646",1.141863815,0.971447736,1.165120336
"mem373635",1.359047473,0.949331465,1.793936151
"mem37474",1.560630171,1.560618111,1.028363057
"mem376686",0.683727289,1.804787962,1.17248963
"mem376708",0.827858958,0.993547308,0.378418555
"mem377719",1.291638703,0.881345425,0.33005231
"mem378085",1.027507908,0.49828649,1.913636649
"mem37842",0.475204266,1.167515769,0.495343035
"mem379784",0.244979539,1.296153112,1.069497807
"mem379876",0.558435548,1.1748958,0.188429393
"mem380071",0.395785658,1.168480344,1.686829098
"mem380937",1.252898141,1.463078381,0.763084261
"mem382392",-0.09495992,1.354911938,1.321857582
"mem383087",1.955181159,0.45035131,0.854436111
"mem383227",1.032476465,0.521169015,0.445782821
"mem383553",0.5493225,1.125360704,1.080781458
"mem383672",1.529213361,0.929721219,0.027144297
"mem386463",0.772787232,0.996198503,1.458581113
"mem388555",0.305992482,0.817137081,1.23177644
"mem390090",1.486574375,1.539302604,0.774339875
"mem391726",1.799818803,1.109018256,0.598342685
"mem392980",0.906615616,1.377178924,1.192685746
"mem393154",0.40248585,0.943363961,1.633724769
"mem395016",1.059433918,0.958154113,0.974247421
"mem395294",1.424766902,0.869290012,1.31139456
"mem396080",1.56337488,1.005438024,-0.744007073
"mem39639",1.334604521,0.959935632,1.402439637
"mem396394",1.335570352,0.554027813,0.745190682
"mem396716",0.703485441,0.965264398,1.121480769
"mem399550",0.474065854,0.947146503,1.158127007
"mem399688",1.084965778,1.29278893,1.065443042
"mem399717",-0.426914735,1.349025808,0.955979831
"mem401313",1.352871345,0.926246173,0.249015385
"mem401388",1.092724,1.2887861,1.761189475
"mem401559",0.655303933,0.991954862,0.853491514
"mem402531",0.440275541,1.059168945,0.961829843
"mem402793",1.026771847,1.212438044,0.699060297
"mem404609",0.777748852,1.304089027,0.452552221
"mem40636",0.369385374,0.720180571,1.440460172
"mem407615",0.799246003,0.741411953,0.686185069
"mem408017",1.550668529,1.555569414,0.750803983
"mem408108",0.577473079,0.735580334,0.931171669
"mem408346",1.146520164,1.221688132,1.08396371
"mem408568",1.397354315,1.160158794,0.810367886
"mem40865",1.262104829,1.299100933,1.438510576
"mem408966",0.041841649,0.838044169,2.130145162
"mem409752",1.603527102,0.909916303,0.934870607
"mem410635",0.821751479,0.811321098,1.352177237
"mem413895",0.858124784,1.01144715,-0.099345345
"mem414056",0.941113718,0.873376895,0.116501826
"mem415311",1.139229019,1.231090837,1.480690208
"mem417789",0.61214394,0.979589482,1.099154177
"mem418287",1.095653161,1.482766468,1.921497959
"mem41861",1.080522608,1.018517279,1.253495874
"mem41950",0.439481027,0.894393175,0.73339867
"mem419548",0.397674729,0.571523904,0.182231675
"mem420704",1.251785695,0.71331591,0.459161798
"mem421592",1.240841644,1.197667099,0.209651571
"mem422144",0.895872446,0.987054473,1.326777945
"mem424117",0.811861658,1.299546668,1.630355064
"mem424197",0.609545464,0.49535194,1.071628313
"mem424464",0.80261434,0.94864878,-0.042524237
"mem424714",0.687003292,0.97010483,1.649883027
"mem425054",1.094991834,0.992400504,1.072044619
"mem426046",1.168332942,0.73365729,0.607036736
"mem42634",0.872241503,1.200764705,0.77774219
"mem428784",1.072972229,1.190105163,1.780635188
"mem430063",1.091935617,0.606301194,1.174769485
"mem431763",1.894702468,0.834633226,0.684103952
"mem434467",1.03786134,1.413941435,0.959500951
"mem435590",1.184482777,1.255086128,1.928718796
"mem4356",1.038530713,0.754430031,0.536731338
"mem435611",1.01229298,0.849424708,1.502390758
"mem436535",0.516082883,0.416145093,0.70371195
"mem436782",0.712902072,0.900299867,0.103765203
"mem4370",0.974169596,1.034265303,0.756136201
"mem43755",0.97477498,1.270215985,1.08658755
"mem437766",1.333282816,1.063627813,1.148672036
"mem438299",1.068617289,1.149964237,1.666953192
"mem438640",0.903917022,1.035994126,-1.233285249
"mem438645",0.508211479,1.131746925,0.236716214
"mem440494",1.008510928,0.744915868,0.812699483
"mem440692",0.896159854,1.115285515,0.219135935
"mem441629",1.59952605,1.608555084,1.710753084
"mem44169",0.580435085,0.666867884,1.411705202
"mem44203",0.310930329,1.117864567,1.83843634
"mem443519",1.343632204,1.122694104,0.706481338
"mem444084",1.062152317,0.982931023,1.322278367
"mem444205",0.023589792,0.981814214,1.156887996
"mem444783",1.797324631,1.07823377,0.098779239
"mem445174",1.861037576,0.699714022,-0.35056022
"mem445634",0.833671285,1.262802531,0.494702431
"mem448130",-0.327152179,0.790408454,1.642010033
"mem448892",1.354591083,0.647569858,0.573973513
"mem448969",1.329351636,1.319535815,1.341623184
"mem449102",0.516836028,1.137839045,0.42401322
"mem449226",0.363361374,0.813172803,1.144216868
"mem454848",1.297967061,1.180466292,-0.741650094
"mem455056",0.469811746,0.784041871,-0.655858136
"mem456110",0.829929523,0.722071819,0.974719155
"mem457340",0.925824759,1.046619491,1.037557181
"mem45942",0.593641378,0.739878116,0.371941591
"mem460496",0.489923211,1.596729272,0.564961859
"mem460668",1.350405879,1.225191371,0.998371266
"mem461031",1.237923923,0.643402977,1.149485446
"mem461787",1.396188608,1.023916015,1.231703639
"mem462107",-0.083543988,0.795358471,0.625821321
"mem462632",2.056656539,1.384483483,0.675950181
"mem463223",2.018858632,0.961309526,1.137070427
"mem463438",0.998538213,1.036245995,0.424711475
"mem465054",0.229358665,0.669441596,1.126746931
"mem46560",0.869338365,0.856151294,1.817803791
"mem466244",0.584676313,0.745751977,0.530166731
"mem469037",1.895331394,1.166760366,1.211026566
"mem469103",0.742835864,0.726773857,1.145847957
"mem469635",0.508262854,1.189693223,0.88169983
"mem470078",1.131541216,1.167760191,0.882120532
"mem470985",0.886245554,0.46811904,0.998321783
"mem471636",1.486323515,0.724575977,1.847506158
"mem472548",1.134971581,1.050625117,-0.338767383
"mem472792",0.736094694,1.055740319,0.856862891
"mem473150",0.988267865,0.957427239,0.005086218
"mem473579",1.629182336,0.794560159,0.391105578
"mem47520",1.267661166,1.260914302,0.656812459
"mem476106",1.281542497,1.223836878,0.434962627
"mem476204",0.89488772,0.631486984,0.214420349
"mem477110",1.760695702,1.533059633,1.754957992
"mem477380",1.299031231,0.842405349,0.652738516
"mem477757",0.69679701,1.23215778,1.241308588
"mem478680",0.093896557,0.65452214,1.297317355
"mem480425",1.618917855,1.32863213,0.202253174
"mem481431",0.591482149,1.374753547,1.611762176
"mem482318",0.301074951,1.122723939,0.560616408
"mem482787",1.109921913,1.066668967,1.251748975
"mem483045",0.82260852,1.260447126,0.571458191
"mem483736",0.72627368,1.053909031,1.128256057
"mem484363",0.969192391,1.029599914,1.212319314
"mem485705",1.727841154,1.071886305,1.783123129
"mem487224",1.367574941,0.854392063,1.608462191
"mem487343",0.537495948,1.104222979,0.469850975
"mem488066",1.141388757,0.848335438,1.469877967
"mem488265",0.761144207,0.86731376,1.429420691
"mem489426",1.315429976,0.058222387,1.409341468
"mem491395",0.230374002,0.830922717,0.680235086
"mem491666",2.127575401,1.522017464,1.581000343
"mem492293",1.589472346,1.150692512,1.230742349
"mem495318",1.202779642,1.303593156,0.808963836
"mem496615",1.177752,1.497565969,1.303159301
"mem497035",0.913241792,0.411668779,0.51356485
"mem497689",1.695492549,0.869191548,0.581293137
"mem501411",1.674295483,1.274757177,1.041769253
"mem501737",0.736842962,1.641347161,1.092772004
"mem50356",0.637011444,1.179628419,0.274738902
"mem504902",1.205591143,1.052420173,1.147726879
"mem505130",1.082149447,0.656531628,1.026436147
"mem505569",1.063186657,1.073871975,0.954494669
"mem507163",1.350047988,0.51309821,0.16925499
"mem509837",1.494411363,1.092315042,0.909649217
"mem511646",0.972828405,0.350659943,-0.103247974
"mem511682",-0.001839545,1.025093438,0.459701577
"mem512688",1.209950204,1.020931172,0.266729347
"mem512883",1.026844341,0.474070953,0.409040762
"mem5147",0.839736851,1.039422125,0.304458199
"mem522767",1.183978161,1.392363065,0.731427477
"mem524085",1.511369373,0.574487557,0.209117907
"mem526258",0.820530684,1.275021194,0.85156545
"mem527653",0.718985813,1.215880164,0.926523979
"mem530734",1.038855401,0.758729304,0.331538949
"mem531562",1.185904255,1.045499121,0.034875272
"mem532677",0.523258887,0.86096652,1.648873237
"mem533366",0.918060843,0.474413649,0.55122564
"mem535851",1.197330725,1.254586219,2.100611217
"mem536110",1.638021729,0.955276526,0.615333058
"mem537316",1.160615642,0.75565639,1.692677942
"mem5391",0.713942007,1.026043162,0.300883197
"mem539416",0.445494073,1.248516174,1.514514959
"mem54094",0.226563291,1.025373813,0.931079251
"mem541352",1.289760349,1.208274031,0.145274747
"mem542165",0.656178324,0.878297832,1.35822205
"mem542407",1.047007809,0.779614594,1.457613606
"mem542642",1.269584845,1.034885247,0.023956858
"mem54272",0.615181223,0.838026091,0.507318906
"mem544067",1.044296419,1.0078381,1.884815527
"mem544582",1.742806315,0.663371906,2.029384555
"mem546034",0.336993728,1.298708962,1.67910492
"mem546305",1.415092702,1.243084024,0.758408378
"mem546328",1.603159891,1.222365074,1.598889329
"mem546649",0.027691204,0.874402378,1.113925192
"mem547180",1.793942527,0.526725445,1.644181507
"mem547423",0.903041618,1.432504133,1.141168647
"mem547754",0.888108762,1.370864418,1.544643248
"mem547945",1.41710682,0.6589833,0.616605586
"mem548032",1.251305946,0.902670278,0.938735961
"mem54894",1.193746422,1.223925196,1.694595863
"mem552429",1.372968144,1.270423467,0.169082267
"mem553666",1.605499529,0.621215938,1.053002028
"mem553934",0.620856364,1.066623179,0.948858829
"mem555362",0.282194554,1.449848919,0.272582188
"mem555558",1.231856999,1.220287366,0.692770747
"mem556646",1.048509105,1.01598917,1.838161575
"mem560522",1.220646217,1.017956147,1.700630076
"mem560541",1.556775719,1.385143736,1.351122303
"mem560950",1.349509598,0.347225223,-0.819335545
"mem561351",1.089280254,0.825372968,0.055570595
"mem562175",0.994556959,1.120512364,1.316858313
"mem562945",0.592843384,0.931387872,0.70882875
"mem563996",0.523455555,1.208786194,0.542749678
"mem564074",0.627244917,0.950687717,1.065146597
"mem565181",0.81840172,0.976169692,0.183956606
"mem565578",0.369849826,0.929327857,0.958760978
"mem566910",0.823114378,0.939501842,1.414973018
"mem569852",1.662703909,0.90086988,0.615240815
"mem570631",0.748028629,0.868627002,0.027624374
"mem574255",1.444582257,1.167096559,1.303622164
"mem574888",1.503007027,1.41584788,1.29845632
"mem57562",1.211877985,0.851222912,0.458698681
"mem57691",0.743442617,0.985960019,0.923013002
"mem583564",0.218023376,0.690758366,-0.025902217
"mem584121",0.993752174,0.881511225,2.027633105
"mem585370",0.836138991,1.014043744,0.633121564
"mem586764",1.135891969,0.545650542,0.91748075
"mem587946",1.258626668,0.968122028,1.358779229
"mem588203",1.34620522,1.064630351,0.970829114
"mem589078",0.607110768,1.049256676,0.185255131
"mem589102",1.594906377,0.998980926,1.270850648
"mem590366",0.211319766,0.786574452,1.218849912
"mem590540",0.931104421,1.036289216,2.165250719
"mem59157",1.12804315,1.180287297,0.77331042
"mem592143",0.535636608,1.024586072,1.622688647
"mem592486",1.200676021,1.140877585,1.278685803
"mem594051",1.310687935,0.945171396,1.575166836
"mem594585",1.426927264,1.290962386,1.962763556
"mem594947",1.065124318,0.784129727,1.707128647
"mem595017",1.176254781,1.208997535,1.437119999
"mem595320",0.753909046,0.862155373,0.805929451
"mem595330",0.942850823,0.767947444,1.572962919
"mem595580",0.180330838,1.06249097,0.740028611
"mem597371",1.638843051,0.60063389,1.922191986
"mem597752",1.10858269,1.266681173,0.528644184
"mem598423",1.243783968,1.221103791,0.724025398
"mem59897",0.783213307,0.822760421,0.757294563
"mem601338",0.87853047,0.910874375,1.548870535
"mem601465",1.024055976,0.698416849,0.661869009
"mem602473",0.90255465,1.086419794,1.819285063
"mem602724",1.730188447,0.69894076,1.852782526
"mem605339",1.087798111,0.785150158,0.481764767
"mem606837",1.563012268,0.501207267,0.735192623
"mem607428",1.047703292,1.132771216,-0.008103535
"mem607537",1.089197984,1.334730064,1.393899519
"mem607801",0.157539835,1.236157391,2.564952669
"mem608312",1.093233308,1.535353085,0.639917419
"mem608384",1.81293278,0.548069639,0.33932151
"mem608765",0.982829199,1.077658973,0.138956903
"mem608776",1.599391592,0.629724977,0.227281731
"mem610830",1.443439995,1.093131998,0.137407826
"mem611247",1.471931051,1.445502704,0.544455916
"mem611474",1.038000716,1.086732557,1.366114392
"mem61387",1.551489846,1.102262311,0.51830466
"mem614114",1.743588054,0.258505823,0.974395795
"mem615034",1.011373098,0.654019208,0.829586524
"mem615147",1.356844482,1.491803417,0.166964337
"mem615983",1.761568304,0.637606645,1.711518861
"mem616381",0.944390837,0.775036434,0.924819338
"mem616860",1.374329869,1.20046842,0.364473211
